Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Isarangkoo S., Ayutthaya N., Kawphaitoon S., Techawongstien S.","57210551551;57210567066;57188979779;26041135100;","Effect of crop load on fruit size and nutrients in fruit parts of mango ‘Num Dok Mai Sithong’",2019,"Acta Horticulturae","1244",,,"101","108",,,"10.17660/ActaHortic.2019.1244.16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070858231&doi=10.17660%2fActaHortic.2019.1244.16&partnerID=40&md5=132c26ccd24f9ff74a72d8a04771da0b","Fruit weight; Mangifera indica; Mineral nutrients; Number of fruit; Yield",,Conference Paper,"Final","",Scopus,2-s2.0-85070858231
"Jibon R.H., Bulbul A.A.-M., Nahid A.-A., Faragallah O.S., Baz M., Eid M.M.A., Rashed A.N.Z.","57208864460;57203917014;57221567094;26667653800;55026186000;55229169800;36118361900;","Design and numerical analysis of a photonic crystal fiber (PCF)-based flattened dispersion THz waveguide",2021,"Optical Review","28","5",,"564","572",,,"10.1007/s10043-021-00698-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113411503&doi=10.1007%2fs10043-021-00698-w&partnerID=40&md5=a3409054e479db36cce83408c403a76b","Confinement loss; Dispersion; EML; PCF; THz waveguide",,Article,"Final","",Scopus,2-s2.0-85113411503
"Bangerth K.F.","7003782202;","Possible interferences of pre-harvest factors with the storage behaviour and quality of fruit",2008,"Acta Horticulturae","796",,,"19","29",,7,"10.17660/ActaHortic.2008.796.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149107142&doi=10.17660%2fActaHortic.2008.796.1&partnerID=40&md5=c7de15af4dcc2b9cf1f9de644d55c32f","Calcium; Cell number; Ethylene; Growth regulators; Plant hormones; Ripening inhibitors",,Conference Paper,"Final","",Scopus,2-s2.0-58149107142
"Sari M., Sonmez N.K., Karaca M.","15926068100;14038224100;57215411599;","Relationship between chlorophyll content and canopy reflectance in Washington navel orange trees (Citrus sinensis (L.) Osbeck)",2006,"Pakistan Journal of Botany","38","4",,"1093","1102",,9,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248581097&partnerID=40&md5=37186b6d6062242b2efdd7030871f6a2",,"Citrus sinensis",Article,"Final","",Scopus,2-s2.0-34248581097
[No author name available],[No author id available],"2013 3rd International Conference on Advanced Materials and Information Technology Processing, AMITP 2013",2014,"WIT Transactions on Engineering Sciences","87",,,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897792319&partnerID=40&md5=779ffb5dca3cce0eb668f90c9903af76",,,Conference Review,"Final","",Scopus,2-s2.0-84897792319
"Mohammed L.S., Mazood, Bakrutheen M., Iruthayarajan M.W., Karthik M.","57191870110;57191867978;55811695600;24332126100;57209034630;","Studies on critical properties of vegetable oil based insulating fluids",2016,"12th IEEE International Conference Electronics, Energy, Environment, Communication, Computer, Control: (E3-C3), INDICON 2015",,,"7443438","","",,7,"10.1109/INDICON.2015.7443438","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994240151&doi=10.1109%2fINDICON.2015.7443438&partnerID=40&md5=86b90e7a825118c4218e0f17a3859745","breakdown voltage; fatty acids; fire point; flash point; mineral oil; natural ester; vegetable oil; viscosity","Dielectric materials; Dielectric properties of liquids; Electric breakdown; Electric circuit breakers; Esters; Fatty acids; Heat transfer; Insulation; Mineral oils; Oil circuit breakers; Oil filled transformers; Sunflower oil; Vegetable oils; Viscosity; Critical properties; Environmental aspects; Environmental issues; Fire point; Flash points; High voltage power apparatus; Liquid dielectrics; Natural esters; Palm oil",Conference Paper,"Final","",Scopus,2-s2.0-84994240151
"Garcıía-Gonzaílez J.F., Intrigliolo D.S., Parra J., Guerra D., Ortiz M., Bartual J.","57211883636;8245129000;57213452749;57198382138;57196488323;40460904300;","Growth patterns analysis of pomegranate fruits of ‘Mollar de Elche’ during the final phase of development and maturation",2019,"Acta Horticulturae","1254",,,"143","148",,,"10.17660/ActaHortic.2019.1254.22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075248565&doi=10.17660%2fActaHortic.2019.1254.22&partnerID=40&md5=1bbcdb1b3b2ad475e3838f8a3b74707a","Correlation; Fruit size; Harvesting point; Punica granatum; Weight",,Article,"Final","",Scopus,2-s2.0-85075248565
"Saputro A.H., Juansyah S.D., Handayani W.","36471197400;57202783318;57190940569;","Banana (Musa sp.) maturity prediction system based on chlorophyll content using visible-NIR imaging",2018,"2018 International Conference on Signals and Systems, ICSigSys 2018 - Proceedings",,,,"64","68",,5,"10.1109/ICSIGSYS.2018.8373569","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049326293&doi=10.1109%2fICSIGSYS.2018.8373569&partnerID=40&md5=602d99fc26dd80fa7e64fe9fb7737f74","banana; chlorophyll content; Principal Component Analysis; Visible-NIR","Cameras; Chlorophyll; Forecasting; Fruits; Image segmentation; Infrared devices; Light sources; Reflection; banana; Chlorophyll contents; Classification algorithm; Correlation coefficient; Hyper-spectral cameras; Principal component regression; Spectral feature extraction; Visible-nir; Principal component analysis",Conference Paper,"Final","",Scopus,2-s2.0-85049326293
"Vanoli M., Zerbini P.E., Rizzolo A., Torricelli A., Spinelli L.","7003695248;35235850500;55923204900;7003698688;7006522260;","Time-resolved Reflectance Spectroscopy for the non-destructive detection of inner attributes and defects of fruit",2010,"Acta Horticulturae","877",,,"1379","1386",,13,"10.17660/ActaHortic.2010.877.189","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650851253&doi=10.17660%2fActaHortic.2010.877.189&partnerID=40&md5=44dd2572d9f23356f94ec266b9dbe236","Absorption; Internal browning; Maturity; Nondestructive measurement; Scattering; Texture; Time-resolved Reflectance Spectroscopy","Botrytis; Prunus persica nucipersica; Pyrus",Conference Paper,"Final","",Scopus,2-s2.0-78650851253
"Srivastava S., Vani B., Sadistap S.","57213822491;42262759900;35148335300;","Handheld, smartphone based spectrometer for rapid and nondestructive testing of citrus cultivars",2021,"Journal of Food Measurement and Characterization","15","1",,"892","904",,,"10.1007/s11694-020-00693-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092588282&doi=10.1007%2fs11694-020-00693-w&partnerID=40&md5=8a84dcc3616f19f607c571563cb6974c","Data processing; Handheld; Neural network; Quality; Smartphone; Spectrometer; Total soluble solid","Electronic nose; Fruits; Infrared devices; Low power electronics; Nondestructive examination; Plants (botany); Predictive analytics; Smartphones; Spectrometers; Trees (mathematics); Low power wireless; Nutritional parameters; Physiochemical parameters; Prediction model; Quality parameters; Spectral sensors; State of the art; Total soluble solids; Android (operating system)",Article,"Final","",Scopus,2-s2.0-85092588282
"Gutiérrez S., Wendel A., Underwood J.","56927814100;57190132744;17347180400;","Ground based hyperspectral imaging for extensive mango yield estimation",2019,"Computers and Electronics in Agriculture","157",,,"126","135",,13,"10.1016/j.compag.2018.12.041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059198535&doi=10.1016%2fj.compag.2018.12.041&partnerID=40&md5=e4a8c5a62b9477397196b9d6f10b51ca","Computer vision; Field robotics; Fruit counting; Hyperspectral; Lidar","Computer vision; Forestry; Fruits; Optical radar; Orchards; Spectroscopy; Determination coefficients; Disease detection; Field robotics; HyperSpectral; Hyperspectral imaging (HSI); Illumination compensation; Labour-intensive; Unmanned ground vehicles; Hyperspectral imaging; color; crop yield; evergreen tree; fruit production; identification method; imaging method; lidar; model test; orchard; spectral analysis",Article,"Final","",Scopus,2-s2.0-85059198535
"Abdellahhalimi, Roukhe A., Abdenabi B., El Barbri N.","55916685900;6508134770;55916016400;16021899700;","Sorting dates fruit bunches based on their maturity using camera sensor system",2013,"Journal of Theoretical and Applied Information Technology","56","3",,"324","337",,9,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887089648&partnerID=40&md5=98fd1c45de4b67970445658cfdac9180","Computer vision; HSV and RGB color space; Image processing; Image segmentation and binarisation; Quality control",,Article,"Final","",Scopus,2-s2.0-84887089648
"Nugroho M.V., Garniwa I.","57190277231;6506813293;","Automatization of palm oil mixture heater system for small scale diesel power plant",2017,"International Conference on High Voltage Engineering and Power Systems, ICHVEPS 2017 - Proceeding","2017-January",,,"204","207",,,"10.1109/ICHVEPS.2017.8225943","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042739154&doi=10.1109%2fICHVEPS.2017.8225943&partnerID=40&md5=a925ef6b34a24e78ec1f19663df965ec","Automatic; Heater; Oil","Controllers; Diesel fuels; Diesel power plants; Engines; Fossil fuel power plants; Fossil fuels; Microcontrollers; Oil shale; Solenoid valves; Solenoids; Temperature; Viscosity; Automatic; Fuel channels; Heater; Heating system; Low deviations; Oil temperature; Performance analysis; Temperature limits; Palm oil",Conference Paper,"Final","",Scopus,2-s2.0-85042739154
"Samat N., Sulaiman M.A., Ahmad Z., Anuar H.","25823436400;57214138741;36774282100;10244355600;","A comparative study on the desiccant effect of polypropylene and polylactic acid composites reinforced with different lignocellulosic fibres",2021,"Journal of Applied Science and Engineering (Taiwan)","24","2",,"223","231",,1,"10.6180/jase.202104_24(2).0011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099615177&doi=10.6180%2fjase.202104_24%282%29.0011&partnerID=40&md5=5dc24985a47ac37b9288cddf54ed79a2","Characterization; Composite; Microcrystalline cellulose; Moisture content; Oil palm fibres","Cellulose; Driers (materials); Fibers; Hot pressing; Microcrystals; Moisture; Palm oil; Plastic containers; Polyesters; Polypropylenes; Reinforced plastics; Sustainable development; Water absorption; Ambient humidity; Comparative studies; Composite samples; Lignocellulosic fibres; Microcrystalline cellulose; Palm oil empty fruit bunch; Poly lactic acid; Renewable resource; Reinforcement",Article,"Final","",Scopus,2-s2.0-85099615177
"Taddei K.M., Sanjeewa L.D., Xing J., Zhang Q., Parker D., Podlesnyak A., Cruz C.D., Sefat A.S.","56365433700;55214017300;57212305972;15123407800;55359916800;7004496232;8268836800;8301323800;","Tunable magnetic order in low-symmetry SeO3 ligand linked TM3(SeO3)3 H2 O (TM=Mn, Co, and Ni) compounds",2020,"Physical Review Materials","4","2","024410","","",,,"10.1103/PhysRevMaterials.4.024410","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082707425&doi=10.1103%2fPhysRevMaterials.4.024410&partnerID=40&md5=1e28bd820031d829a15d40efd163793b",,"Antiferromagnetism; Chelation; Chemical bonds; Crystallography; Density functional theory; Ground state; Ions; Ligands; Magnetic structure; Magnetic susceptibility; Nickel compounds; Philosophical aspects; Scaffolds; Specific heat; Structural design; Transition metals; Antiferromagnetic orderings; Chemical formulae; Internal bonding; Local environments; Magnetic frustrations; Magnetic ground state; Magnetic sublattices; Metamagnetic transitions; Selenium compounds",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85082707425
"Nordey T., Léchaudel M., Génard M., Joas J.","56118684100;6505802319;7003761739;6507856865;","Spatial and temporal variations in mango colour, acidity, and sweetness in relation to temperature and ethylene gradients within the fruit",2014,"Journal of Plant Physiology","171","17",,"1555","1563",,13,"10.1016/j.jplph.2014.07.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907323962&doi=10.1016%2fj.jplph.2014.07.009&partnerID=40&md5=cab673e909147cf77dcaf875fbb63bd8","Modelling; Near infrared; Partial least square; Titratable acidity; Total soluble solids","ethylene; ethylene derivative; phytohormone; antibody specificity; biological model; chemistry; color; fruit; growth, development and aging; Mangifera; metabolism; phenotype; physiology; plant leaf; temperature; Color; Ethylenes; Fruit; Mangifera; Models, Biological; Organ Specificity; Phenotype; Plant Growth Regulators; Plant Leaves; Temperature",Article,"Final","",Scopus,2-s2.0-84907323962
"Defilippi B.G., Juan W.S., Valdés H., Moya-León M.A., Infante R., Campos-Vargas R.","6507163310;25225874400;56926496100;6505937674;14826902200;56065674900;","The aroma development during storage of Castlebrite apricots as evaluated by gas chromatography, electronic nose, and sensory analysis",2009,"Postharvest Biology and Technology","51","2",,"212","219",,52,"10.1016/j.postharvbio.2008.08.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57149100361&doi=10.1016%2fj.postharvbio.2008.08.008&partnerID=40&md5=0c783b9de09f37d9c56ab718da2f340a","Electronic nose; Flavor; Prunus armeniaca; Ripening; Volatile compounds","Prunus armeniaca",Article,"Final","",Scopus,2-s2.0-57149100361
"Richardson A., Boldingh H., Kashuba P., Knight G., Ellingham D.","7402534119;6602513952;56997485500;57204774160;57204769589;","Flowering time determines the weight and composition of Actinidia chinensis var. chinensis ‘Zesy002’ kiwifruit",2019,"Scientia Horticulturae","246",,,"741","748",,6,"10.1016/j.scienta.2018.11.043","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057114226&doi=10.1016%2fj.scienta.2018.11.043&partnerID=40&md5=2df237bc6dda9aec477b6f54b82e7540","Acid; Dry matter; Flower; Kiwifruit; Outer pericarp; Sugar","commercial species; cultivar; dicotyledon; dry matter; flower; flowering; fruit; growing season; sugar; Actinidia chinensis; Actinidia deliciosa",Article,"Final","",Scopus,2-s2.0-85057114226
"Kurnianto S., Selker J., Boone Kauffman J., Murdiyarso D., Peterson J.T.","38561648200;7004454874;7801469281;6602561743;34974695800;","The influence of land-cover changes on the variability of saturated hydraulic conductivity in tropical peatlands",2019,"Mitigation and Adaptation Strategies for Global Change","24","4",,"535","555",,6,"10.1007/s11027-018-9802-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044215975&doi=10.1007%2fs11027-018-9802-3&partnerID=40&md5=def3a63253ae67924626f8d9325ec520","Ecohydrology; Forest conversion; Hydroecology; Land-cover change; Peat properties; Permeability","decomposition; ecohydrology; forest cover; hydraulic conductivity; land cover; peatland; permeability; saturated medium; slug test; spatial variation; tropical region; Indonesia; West Kalimantan; Elaeis; Elaeis guineensis",Article,"Final","",Scopus,2-s2.0-85044215975
"Zambrano-Vaca C., Zotarelli L., Morgan K.T., Migliaccio K.W., Beeson R.C., Jr., Chaparro J.X., Olmstead M.A.","57188878116;16837636500;7401575593;15840047700;6701341582;6602081557;7101821764;","Water uptake dynamics for adult peach trees in a subtropical humid climate",2020,"Scientia Horticulturae","267",,"109318","","",,,"10.1016/j.scienta.2020.109318","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080102948&doi=10.1016%2fj.scienta.2020.109318&partnerID=40&md5=5aec87ea90aed6396704fe61fadedca8","Crop coefficient; Soil water depletion; Stress coefficient; Water demand","competition (ecology); cultivar; deciduous tree; environmental stress; fruit production; humid environment; Mediterranean environment; sandy soil; soil water; subtropical region; temperate environment; water demand; water uptake; Citra; Florida [United States]; United States; Prunus persica",Article,"Final","",Scopus,2-s2.0-85080102948
"Sheikhi A., Kanniah K.D., Ho C.H.","56203774600;6503862357;36634410500;","Effect of land cover and green space on land surface temperature of a fast growing economic region in Malaysia",2015,"Proceedings of SPIE - The International Society for Optical Engineering","9644",,"964413","","",,8,"10.1117/12.2194796","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957073153&doi=10.1117%2f12.2194796&partnerID=40&md5=4025c7e6593ae363c32961b8e0798285","Land surface temperature; Normalized Difference Built-up Index; Normalized Difference Vegetation Index; Normalized Difference Water Index; Urban index","Climate change; Palm oil; Remote sensing; Space optics; Surface measurement; Surface properties; Vegetation; Land surface temperature; Normalized difference vegetation index; Normalized difference water index; Normalized differences; Urban index; Atmospheric temperature",Conference Paper,"Final","",Scopus,2-s2.0-84957073153
"Collins C., Gao H., Wilkinson K.L.","56997631600;56347485700;57222132175;","An observational study into the recovery of grapevines (Vitis vinifera l.) following a bushfire",2014,"American Journal of Enology and Viticulture","65","3",,"285","292",,5,"10.5344/ajev.2014.13127","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906850491&doi=10.5344%2fajev.2014.13127&partnerID=40&md5=cbd828f2784236613e89d7c47cc5f23d","Bushfire; Grapevines; Guaiacol; Pinot noir; Semillon; Vine growth",,Article,"Final","",Scopus,2-s2.0-84906850491
"Anthony B.M., Chaparro J.M., Sterle D.G., Prenni J.E., Minas I.S.","57201272595;55210060200;57209324176;6507417147;36550635800;","Metabolic signatures of the true physiological impact of canopy light environment on peach fruit quality",2021,"Environmental and Experimental Botany","191",,"104630","","",,,"10.1016/j.envexpbot.2021.104630","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113504496&doi=10.1016%2fj.envexpbot.2021.104630&partnerID=40&md5=27c294d621c08c47e1f8dae095327707","Canopy position; Dry matter content; Gas chromatography mass spectrometry; Index of absorbance difference; Near-infrared spectroscopy non-destructive sensor; Non-targeted metabolomics; Prunus persica","Prunus persica",Article,"Final","",Scopus,2-s2.0-85113504496
"Coronado M., Yuan W., Wang D., Dowell F.","26422844200;17436550600;55521776100;7005001609;","Developing a prediction model for the blending level and properties of biodiesel-diesel blends using near- Infrared spectroscopy method",2008,"American Society of Agricultural and Biological Engineers Annual International Meeting 2008, ASABE 2008","7",,,"4365","4373",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-63049102771&partnerID=40&md5=07f73bd719c8757da5e4a4fd604a4672","Biodiesel; Blending; NIR; Prediction model; Properties","Alternative fuels; Blending; Concentration (process); Density (specific gravity); Diesel fuels; Esters; Fuel oils; Gravitational effects; Infrared devices; Infrared spectroscopy; Machine design; Mathematical models; Pumps; Quality assurance; Quality function deployment; Spectroscopic analysis; Spectrum analysis; Sulfur; Synthetic fuels; Textiles; Total quality management; Vegetable oils; Animal fats; ASTM standards; Bio-diesel fuels; Calibration samples; Canola oil; Coconut oil; Commercial grades; Concentration of; Engine performance; Fuel samples; Methyl esters; Near-infrared spectroscopies; NIR; Non-toxic alternatives; On-line measurements; Palm oil; Physical and chemical properties; Prediction model; Properties; Regression methods; Renewable resources; Significant impacts; Source materials; Soybean oil; Specific gravities; Waste cooking oil; Biodiesel",Conference Paper,"Final","",Scopus,2-s2.0-63049102771
"Flores A., Wiff R., Ganias K., Marshall C.T.","55353825300;16417923600;16244853800;56375346300;","Accuracy of gonadosomatic index in maturity classification and estimation of maturity ogive",2019,"Fisheries Research","210",,,"50","62",,13,"10.1016/j.fishres.2018.10.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055027955&doi=10.1016%2fj.fishres.2018.10.009&partnerID=40&md5=e6bb49a7a33702128eecac2b54a36713","Allometry; Gonadosomatic index; Logistic multinomial model; Maturity staging; Reproduction",,Article,"Final","",Scopus,2-s2.0-85055027955
"Yacob S., Hassan M.A., Shirai Y., Wakisaka M., Subash S.","8639706400;7401623241;7202788909;7006643254;8639706800;","Baseline study of methane emission from open digesting tanks of palm oil mill effluent treatment",2005,"Chemosphere","59","11",,"1575","1581",,119,"10.1016/j.chemosphere.2004.11.040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-19344369334&doi=10.1016%2fj.chemosphere.2004.11.040&partnerID=40&md5=8b4833ec005a77e00ea4b7f1e50676aa","Anaerobic open digesting tank; Greenhouse gases (GHG); Methane (CH4); Palm oil mill effluent (POME)","Anaerobic digestion; Biogas; Carbon; Gaseous effluents; Global warming; Greenhouse effect; Industrial emissions; Methane; Removal; Tanks (containers); Vegetable oils; Greenhouse gas emission; Kyoto protocol; Methane emission; Palm oil mill effluents (POME); Gas emissions; biogas; carbon; carbon dioxide; methane; palm oil; Effluent treatment; methane emission; emission; industrial waste; methane; article; developing country; effluent; greenhouse effect; greenhouse gas; Malaysia; waste water management; Elaeis",Article,"Final","",Scopus,2-s2.0-19344369334
[No author name available],[No author id available],"International Conference on Advances in Mechanical Engineering 2013, ICAME 2013",2013,"Applied Mechanics and Materials","393",,,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886302623&partnerID=40&md5=1c972754649b7f901527bea6b0e521de",,,Conference Review,"Final","",Scopus,2-s2.0-84886302623
"Vilanova L., Viñas I., Torres R., Usall J., Buron-Moles G., Teixidó N.","54390277400;8710548300;7203008556;7004323811;55175576800;7004852702;","Acidification of apple and orange hosts by Penicillium digitatum and Penicillium expansum",2014,"International Journal of Food Microbiology","178",,,"39","49",,31,"10.1016/j.ijfoodmicro.2014.02.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896481605&doi=10.1016%2fj.ijfoodmicro.2014.02.022&partnerID=40&md5=e028d4c5d1f4e4885886fb2bf012333b","Blue mould; Green mould; Host acidification; Maturity stage; Organic acid; PH","ascorbic acid; citric acid; fumaric acid; galacturonic acid; gluconic acid; malic acid; oxalic acid; acidification; acidity; apple; article; controlled study; fungal virulence; harvest; nonhuman; orange (fruit); Penicillium digitatum; Penicillium expansum; pH; pH measurement; Blue mould; Green mould; Host acidification; Maturity stage; Organic acid; pH; Acids; Citrus sinensis; Food Microbiology; Fruit; Hydrogen-Ion Concentration; Malus; Multivariate Analysis; Penicillium; Virulence Factors",Article,"Final","",Scopus,2-s2.0-84896481605
"Palmer J.W., Diack R., Johnston J.W., Seymour S.M.","7403310874;10046420100;57211106126;12788562600;","European pear softening as influenced by picking date, storage time and temperature",2010,"Acta Horticulturae","880",,,"237","242",,,"10.17660/actahortic.2010.880.27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053113835&doi=10.17660%2factahortic.2010.880.27&partnerID=40&md5=58f45adef5bd61db26a7dd7717b67850","Breakdown; Pyrus communis; Storage life","Pyrus; Pyrus communis",Article,"Final","",Scopus,2-s2.0-80053113835
"Obenland D., Arpaia M.L.","6603681500;7003834779;","Effect of harvest date on off-flavor development in mandarins following postharvest wax application",2019,"Postharvest Biology and Technology","149",,,"1","8",,5,"10.1016/j.postharvbio.2018.11.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056949734&doi=10.1016%2fj.postharvbio.2018.11.010&partnerID=40&md5=45b314012c0392ee000e486eecfdfc38","Citrus reticulate Blanco; Internal oxygen; Peel permeance; Respiration; Sensory",,Article,"Final","",Scopus,2-s2.0-85056949734
"Tschora H., Cherubini F.","57214722971;23468479700;","Co-benefits and trade-offs of agroforestry for climate change mitigation and other sustainability goals in West Africa",2020,"Global Ecology and Conservation","22",,"e00919","","",,16,"10.1016/j.gecco.2020.e00919","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078985414&doi=10.1016%2fj.gecco.2020.e00919&partnerID=40&md5=efb98d754cf170425146710b78d389b2","Agroforestry; Climate change mitigation; Co-benefits; Sustainable agriculture; West Africa",,Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85078985414
[No author name available],[No author id available],"4th International Conference on Key Engineering Materials, ICKEM 2014",2014,"Advanced Materials Research","911",,,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898870692&partnerID=40&md5=e5bc36149778b5fa4f424792526ede66",,,Conference Review,"Final","",Scopus,2-s2.0-84898870692
[No author name available],[No author id available],"2013 International Conference on Applied Science, Engineering and Technology, ICASET 2013",2013,"Advanced Materials Research","709",,,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880172780&partnerID=40&md5=d7146851059e5edea31af97dbb5baf50",,,Conference Review,"Final","",Scopus,2-s2.0-84880172780
[No author name available],[No author id available],"2014 4th International Conference on Advanced Materials Research, ICAMR 2014",2014,"Advanced Materials Research","894",,,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897748861&partnerID=40&md5=742dce988f393862117194d4c1472d0a",,,Conference Review,"Final","",Scopus,2-s2.0-84897748861
"Gao Z., Pang G., Li L., Zhao K., Wang X., Ji C.","36470038600;57208527710;55730793100;57208529538;57208535436;57208524590;","Design of hand-operated piggyback jaw gripper type simplified picker for pear [手动背负夹爪式简易梨采摘器研制]",2019,"Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering","35","1",,"39","45",,1,"10.11975/j.issn.1002-6819.2019.01.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065011694&doi=10.11975%2fj.issn.1002-6819.2019.01.005&partnerID=40&md5=ee07473e99fe0a7ca99f33ff293df01e","Fruits; Hand-operated; Pear; Picking; Piggyback","Computer software; Deformation; Efficiency; Fruits; Mechanical properties; Shearing; Shearing machines; Hand-operated; Length and position; Maximum shear forces; Movement Simulation; Pear; Picking; Piggyback; Shear force measurement; Citrus fruits",Article,"Final","",Scopus,2-s2.0-85065011694
[No author name available],[No author id available],"Erratum: Bismuth-nanoparticles decorated multi-wall-carbon-nanotubes cast-coated on carbon paste electrode; an electrochemical sensor for sensitive determination of Gallic Acid at neutral pH (Materials Science for Energy Technologies (2020) 3 (174–182), (S2589299119300941), (10.1016/j.mset.2019.10.001))",2020,"Materials Science for Energy Technologies","3",,,"931","932",,,"10.1016/j.mset.2020.10.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108179396&doi=10.1016%2fj.mset.2020.10.003&partnerID=40&md5=6d285c2eca0d0634c835df30b5f9b1db",,,Erratum,"Final","All Open Access, Gold",Scopus,2-s2.0-85108179396
"Modi A.J., Gosai D.C.","55677958400;54792055000;","Experimental study on thermal barrier coated diesel engine performance with blends of diesel and palm biodiesel",2010,"SAE International Journal of Fuels and Lubricants","3","2",,"246","259",,23,"10.4271/2010-01-1519","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955495567&doi=10.4271%2f2010-01-1519&partnerID=40&md5=5b817853c455c5c60c97712f939c6d79",,"Adiabatic conditions; Bio-diesel fuel; Brake thermal efficiency; Carbon residue; Cylinder head; Diesel engine performance; Driving conditions; Exhaust emission; Exhaust gas temperatures; Exhaust smoke; Exhaust temperature; Experimental investigations; Experimental studies; Experimental test; Flash points; Fuel flow; Fuel properties; Gas temperature; High viscosities; Limit sets; Low heat rejection engine; Metal surfaces; Oxides of nitrogen; Palm biodiesels; Palm oil; Partially stabilized zirconia; Particulate Matter; Performance data; Performance tests; Petroleum diesel; Pollution level; Regulated emissions; Second Law of Thermodynamics; Stationary diesel engines; Thermal barrier; Thermal efficiency; Top surface; Unburned hydrocarbons; Variable loads; Water-cooled diesel engines; Adiabatic engines; Biodiesel; Carbon monoxide; Ceramic materials; Conservation; Diesel fuels; Energy efficiency; Engine cylinders; Fuel economy; Heat engines; Hydrocarbons; Machine design; Methanol; Particulate emissions; Potassium; Potassium hydroxide; Synthetic fuels; Temperature; Thermal pollution; Thermodynamics; Vegetable oils; Viscosity; Zirconia; Diesel engines",Article,"Final","",Scopus,2-s2.0-79955495567
[No author name available],[No author id available],"2013 International Conference on Nanoscience and Nanotechnology, NANO-SciTech 2013",2014,"Advanced Materials Research","832",,,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891600246&partnerID=40&md5=a7480202537928251aa2b2d01d97f1c1",,,Conference Review,"Final","",Scopus,2-s2.0-84891600246
"Long Y., Lian Y., Ma M., Song H., He D.","36976012000;57211074543;57205714318;17342958900;19933691800;","Detection of tomato hardness based on hyperspectral technology and modified interval random frog algorithm [基于高光谱技术和改进型区间随机蛙跳算法的番茄硬度检测]",2019,"Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering","35","13",,"270","276",,8,"10.11975/j.issn.1002-6819.2019.13.032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072574492&doi=10.11975%2fj.issn.1002-6819.2019.13.032&partnerID=40&md5=7325d443bd86e14f10dd39bf4356de3f","Algorithms; Characteristic wavelength; Hardness; Hyperspectral technology; MiRF(modified interval Random Frog); Models; Spectrum analysis; Tomato","Algorithms; Classification (of information); Forecasting; Fruits; Hardness; Infrared devices; Least squares approximations; Mean square error; Models; Signal to noise ratio; Spectroscopy; Spectrum analysis; Textures; Classification and evaluations; HyperSpectral; MiRF(modified interval Random Frog); Multiplicative scatter correction; Partial least squares regressions (PLSR); Prediction performance; Root mean square errors; Tomato; Hyperspectral imaging",Article,"Final","",Scopus,2-s2.0-85072574492
