Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Ramli, A.T., Hussein, A.W.M.A., Wood, A.K.","56584837800;7201716454;35584212000;","Environmental 238U and 232Th concentration measurements in an area of high level natural background radiation at Palong, Johor, Malaysia",2005,"Journal of Environmental Radioactivity","80","3",,"287","304",,85,"10.1016/j.jenvrad.2004.06.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-13844256237&doi=10.1016%2fj.jenvrad.2004.06.008&partnerID=40&md5=5431aee7d16c14d0724d97bf6544de40",Article,"Final","",Scopus,2-s2.0-13844256237
"Yacob, S., Hassan, M.A., Shirai, Y., Wakisaka, M., Subash, S.","8639706400;7401623241;7202788909;7006643254;8639706800;","Baseline study of methane emission from open digesting tanks of palm oil mill effluent treatment",2005,"Chemosphere","59","11",,"1575","1581",,119,"10.1016/j.chemosphere.2004.11.040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-19344369334&doi=10.1016%2fj.chemosphere.2004.11.040&partnerID=40&md5=8b4833ec005a77e00ea4b7f1e50676aa",Article,"Final","",Scopus,2-s2.0-19344369334
"Ishizuka, S., Iswandi, A., Nakajima, Y., Yonemura, S., Sudo, S., Tsuruta, H., Murdiyarso, D.","14060307800;25421012800;35431032300;7007169142;7101859699;7103375461;6602561743;","The variation of greenhouse gas emissions from soils of various land-use/cover types in Jambi province, Indonesia",2005,"Nutrient Cycling in Agroecosystems","71","1",,"17","32",,68,"10.1007/s10705-004-0382-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-18144419637&doi=10.1007%2fs10705-004-0382-0&partnerID=40&md5=2dca23335b13596433e1e1f97a03a803",Article,"Final","",Scopus,2-s2.0-18144419637
"Kasampalis, D.S., Tsouvaltzis, P., Ntouros, K., Gertsis, A., Gitas, I., Siomos, A.S.","57214966813;10045362800;35222197700;56050556500;56152373300;6507319912;","The use of digital imaging, chlorophyll fluorescence and Vis/NIR spectroscopy in assessing the ripening stage and freshness status of bell pepper fruit",2021,"Computers and Electronics in Agriculture","187",,"106265","","",,,"10.1016/j.compag.2021.106265","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108657259&doi=10.1016%2fj.compag.2021.106265&partnerID=40&md5=5553490085cda9647bd8c5e3a67d3e31",Article,"Final","",Scopus,2-s2.0-85108657259
"Anthony, B.M., Chaparro, J.M., Sterle, D.G., Prenni, J.E., Minas, I.S.","57201272595;55210060200;57209324176;6507417147;36550635800;","Metabolic signatures of the true physiological impact of canopy light environment on peach fruit quality",2021,"Environmental and Experimental Botany","191",,"104630","","",,,"10.1016/j.envexpbot.2021.104630","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113504496&doi=10.1016%2fj.envexpbot.2021.104630&partnerID=40&md5=27c294d621c08c47e1f8dae095327707",Article,"Final","",Scopus,2-s2.0-85113504496
"Mesa, K., Guerrero, C., Contador, L., Manrıquez, D., Reginato, G.","37261691000;57256372800;35490453400;57256936700;14058943500;","Preliminary results of the determination of harvest indexes for the fresh consumption of ‘d’Agen’ plum in Chile",2021,"Acta Horticulturae","1322",,,"327","333",,,"10.17660/ActaHortic.2021.1322.45","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114831474&doi=10.17660%2fActaHortic.2021.1322.45&partnerID=40&md5=d2f44c75626564d63e16b561fbfc6e72",Article,"Final","",Scopus,2-s2.0-85114831474
"Yaptenco, K.F., Angeles, M.P., Esguerra, E.B., Serrano, E.P., Cho, M.A., Choi, S.T.","17347522700;55851157800;6507304810;8545990300;57217474001;23501285100;","Nondestructive firmness measurement as a maturity index for 'Carabao' mango (Mangifera indica L.) fruit",2013,"Philippine Agricultural Scientist","96","1",,"55","65",,5,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883796061&partnerID=40&md5=6a9af4adcfb20558d0137ff599da76e2",Article,"Final","",Scopus,2-s2.0-84883796061
"Palmer, J.W., Diack, R., Johnston, J.W., Seymour, S.M.","7403310874;10046420100;57211106126;12788562600;","European pear softening as influenced by picking date, storage time and temperature",2010,"Acta Horticulturae","880",,,"237","242",,,"10.17660/actahortic.2010.880.27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053113835&doi=10.17660%2factahortic.2010.880.27&partnerID=40&md5=58f45adef5bd61db26a7dd7717b67850",Article,"Final","",Scopus,2-s2.0-80053113835
"Taddei, K.M., Sanjeewa, L.D., Xing, J., Zhang, Q., Parker, D., Podlesnyak, A., Cruz, C.D., Sefat, A.S.","56365433700;55214017300;57212305972;15123407800;55359916800;7004496232;8268836800;8301323800;","Tunable magnetic order in low-symmetry SeO3 ligand linked TM3(SeO3)3 H2 O (TM=Mn, Co, and Ni) compounds",2020,"Physical Review Materials","4","2","024410","","",,,"10.1103/PhysRevMaterials.4.024410","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082707425&doi=10.1103%2fPhysRevMaterials.4.024410&partnerID=40&md5=1e28bd820031d829a15d40efd163793b",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85082707425
"Collins, C., Gao, H., Wilkinson, K.L.","56997631600;56347485700;57222132175;","An observational study into the recovery of grapevines (Vitis vinifera l.) following a bushfire",2014,"American Journal of Enology and Viticulture","65","3",,"285","292",,5,"10.5344/ajev.2014.13127","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906850491&doi=10.5344%2fajev.2014.13127&partnerID=40&md5=cbd828f2784236613e89d7c47cc5f23d",Article,"Final","",Scopus,2-s2.0-84906850491
"Rodgveller, C.J.","12798323600;","The utility of length, age, liver condition, and body condition for predicting maturity and fecundity of female sablefish",2019,"Fisheries Research","216",,,"18","28",,5,"10.1016/j.fishres.2019.03.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063398760&doi=10.1016%2fj.fishres.2019.03.013&partnerID=40&md5=d953925401b4f9e1b58c59e8c8f8d11a",Article,"Final","",Scopus,2-s2.0-85063398760
"Issa, M.A., Abidin, Z.Z., Sobri, S., Rashid, S., Mahdi, M.A., Ibrahim, N.A., Pudza, M.Y.","57208433626;26639174800;36609036100;55041302700;7005348074;55651417000;57204720405;","Facile synthesis of nitrogen-doped carbon dots from lignocellulosic waste",2019,"Nanomaterials","9","10","1500","","",,18,"10.3390/nano9101500","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074222023&doi=10.3390%2fnano9101500&partnerID=40&md5=7bedb06cddc61f95b32a237656cf907f",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85074222023
"Hamdan, O., Abd Rahman, K., Samsudin, M.","44461305000;6503886903;35811189000;","Quantifying rate of deforestation and CO2 emission in Peninsular Malaysia using Palsar imageries",2016,"IOP Conference Series: Earth and Environmental Science","37","1","012028","","",,3,"10.1088/1755-1315/37/1/012028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984614347&doi=10.1088%2f1755-1315%2f37%2f1%2f012028&partnerID=40&md5=1c369b1f9852a34e9392ef10ccebe1bb",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-84984614347
"Thoumazeau, A., Chevallier, T., Baron, V., Rakotondrazafy, N., Panklang, P., Marichal, R., Kibblewhite, M., Sebag, D., Tivet, F., Bessou, C., Gay, F., Brauman, A.","57196078606;6603848897;57194870247;57217225571;57196082916;36677856000;6507609435;7801387805;15746976100;36157826400;55538851000;55947810200;","A new in-field indicator to assess the impact of land management on soil carbon dynamics",2020,"Geoderma","375",,"114496","","",,3,"10.1016/j.geoderma.2020.114496","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086828029&doi=10.1016%2fj.geoderma.2020.114496&partnerID=40&md5=392b40b8fab59de327726949eb96ee5a",Article,"Final","",Scopus,2-s2.0-85086828029
"Bagu, F.S.","57217147231;","Ecological spatial modeling for land use optimization for Zea mays L. in Patilangio Sub district, Randangan District, Pohuwato Regency, Gorontalo Province",2020,"IOP Conference Series: Earth and Environmental Science","486","1","012076","","",,,"10.1088/1755-1315/486/1/012076","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086453174&doi=10.1088%2f1755-1315%2f486%2f1%2f012076&partnerID=40&md5=3be05523a24049b3b9fab757990ec656",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85086453174
"Hayaloglu, A.A., Demir, N.","9237539100;56494496400;","Physicochemical characteristics, antioxidant activity, organic acid and sugar contents of 12 sweet cherry (prunus avium l.) cultivars grown in Turkey",2015,"Journal of Food Science","80","3",,"C564","C570",,37,"10.1111/1750-3841.12781","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924909292&doi=10.1111%2f1750-3841.12781&partnerID=40&md5=62b0111bb7713b0389230d281ca3cd08",Article,"Final","",Scopus,2-s2.0-84924909292
"Jalikop, S.H., Kumar, R.","22834823100;57208907796;","Pseudo-xenic effect of allied Annona spp. pollen in hand pollination of cv. 'Arka Sahan' [(A. cherimola x A. squamosa) x A. squamosa]",2007,"HortScience","42","7",,"1534","1538",,17,"10.21273/hortsci.42.7.1534","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36549087123&doi=10.21273%2fhortsci.42.7.1534&partnerID=40&md5=c2849f2127007f04811e4f6659714698",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-36549087123
[No author name available],[No author id available],"2013 3rd International Conference on Advanced Materials and Information Technology Processing, AMITP 2013",2014,"WIT Transactions on Engineering Sciences","87",,,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897792319&partnerID=40&md5=779ffb5dca3cce0eb668f90c9903af76",Conference Review,"Final","",Scopus,2-s2.0-84897792319
"Lin, H.-W., Jin, Y., Giglio, L., Foley, J.A., Randerson, J.T.","56129055400;7404457584;57205779812;7402873051;7005110573;","Evaluating greenhouse gas emissions inventories for agricultural burning using satellite observations of active fires",2012,"Ecological Applications","22","4",,"1345","1364",,17,"10.1890/10-2362.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862999186&doi=10.1890%2f10-2362.1&partnerID=40&md5=d488fff94d8267d499c92dc650e0e6c8",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84862999186
"Irfan, M., Moniruzzaman, M., Ahmad, T., Mandal, P.C., Bhattacharjee, S., Abdullah, B.","56351425900;55393726800;56941438500;36005222600;7102306232;36967979400;","Ionic liquid based extraction of flavonoids from Elaeis guineensis leaves and their applications for gold nanoparticles synthesis",2017,"Journal of Molecular Liquids","241",,,"270","278",,26,"10.1016/j.molliq.2017.05.151","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020652974&doi=10.1016%2fj.molliq.2017.05.151&partnerID=40&md5=0d3ffcd8f2a53958918931a41c55bea2",Article,"Final","",Scopus,2-s2.0-85020652974
"Santillan, J.R.","49962184700;","C-band SAR backscattering characteristics of Sago palms and other land-cover types",2015,"ACRS 2015 - 36th Asian Conference on Remote Sensing: Fostering Resilient Growth in Asia, Proceedings",,,,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964034362&partnerID=40&md5=dfd5957ec3911e6263752337da36dd99",Conference Paper,"Final","",Scopus,2-s2.0-84964034362
"Xie, Y., Zhang, M., Liang, F., Yuan, H., Huang, R., Zhu, S.","56604479900;57171154000;56604636700;56115722100;56115755100;56604490800;","Identification of cold resistance of squash and cucumber fruits by electrical conductivity and Logistic equation",2015,"Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering","31","7",,"292","298",,2,"10.3969/j.issn.1002-6819.2015.07.041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928394111&doi=10.3969%2fj.issn.1002-6819.2015.07.041&partnerID=40&md5=6769f187032357542a0ed47a8aefdb5f",Article,"Final","",Scopus,2-s2.0-84928394111
"Ahmad, A.F., Aziz, S.A., Yaakob, Y., Issa, N.A., Ali, A.A.","56988423800;57210606446;55509330400;57219471307;57219469986;","Preparation and characterization of semi-flexible substrates from natural fiber/nickel oxide/polycaprolactone composite for microstrip patch antenna circuitries for microwave applications",2020,"Polymers","12","10","2400","1","20",,,"10.3390/polym12102400","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092937818&doi=10.3390%2fpolym12102400&partnerID=40&md5=3556fede42657bb2ba34236e3044e5ad",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85092937818
"Poor, E.E., Shao, Y., Kelly, M.J.","55486772300;7201599118;7403314586;","Mapping and predicting forest loss in a Sumatran tiger landscape from 2002 to 2050",2019,"Journal of Environmental Management","231",,,"397","404",,6,"10.1016/j.jenvman.2018.10.065","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056195237&doi=10.1016%2fj.jenvman.2018.10.065&partnerID=40&md5=5135c564e90fd0fbf2367ac3baadff31",Article,"Final","",Scopus,2-s2.0-85056195237
"Thapa, R.B., Watanabe, M., Motohka, T., Shimada, M.","23101280300;55576078700;35146408200;35473149000;","Potential of high-resolution ALOS-PALSAR mosaic texture for aboveground forest carbon tracking in tropical region",2015,"Remote Sensing of Environment","160",,,"122","133",,47,"10.1016/j.rse.2015.01.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027924509&doi=10.1016%2fj.rse.2015.01.007&partnerID=40&md5=87bd3777fe2c8b91ed3eb24749ecd328",Article,"Final","",Scopus,2-s2.0-85027924509
"Chen, Q., Li, B.-Y., Zhang, X., Ge, S.-F., Jiang, Y.-M.","57061165900;57208508049;57209886970;56041410500;15026590200;","Split application of humic acid significantly improves the yield, quality and nitrogen utilization efficiency of ‘Fuji’ apple [腐植酸分次施用明显提高富士苹果产量、品质和氮素利用率]",2020,"Journal of Plant Nutrition and Fertilizers","26","4",,"757","764",,,"10.11674/zwyf.19232","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091875014&doi=10.11674%2fzwyf.19232&partnerID=40&md5=58506714af46f5b93010475134b6be10",Article,"Final","",Scopus,2-s2.0-85091875014
"Obenland, D., Arpaia, M.L.","6603681500;7003834779;","Effect of harvest date on off-flavor development in mandarins following postharvest wax application",2019,"Postharvest Biology and Technology","149",,,"1","8",,4,"10.1016/j.postharvbio.2018.11.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056949734&doi=10.1016%2fj.postharvbio.2018.11.010&partnerID=40&md5=45b314012c0392ee000e486eecfdfc38",Article,"Final","",Scopus,2-s2.0-85056949734
[No author name available],[No author id available],"4th International Conference on Key Engineering Materials, ICKEM 2014",2014,"Advanced Materials Research","911",,,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898870692&partnerID=40&md5=e5bc36149778b5fa4f424792526ede66",Conference Review,"Final","",Scopus,2-s2.0-84898870692
"Tschora, H., Cherubini, F.","57214722971;23468479700;","Co-benefits and trade-offs of agroforestry for climate change mitigation and other sustainability goals in West Africa",2020,"Global Ecology and Conservation","22",,"e00919","","",,16,"10.1016/j.gecco.2020.e00919","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078985414&doi=10.1016%2fj.gecco.2020.e00919&partnerID=40&md5=efb98d754cf170425146710b78d389b2",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85078985414
"Van Lent, J., Hergoualc'H, K., Verchot, L.V.","57014963100;16833282700;6604066465;","Reviews and syntheses: Soil N2O and NO emissions from land use and land-use change in the tropics and subtropics: A meta-analysis",2015,"Biogeosciences","12","23",,"7299","7313",,63,"10.5194/bg-12-7299-2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951031163&doi=10.5194%2fbg-12-7299-2015&partnerID=40&md5=d4a5a8f482afe84822c3ddaf5bef7efd",Review,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-84951031163
"Döbert, T.F., Webber, B.L., Sugau, J.B., Dickinson, K.J.M., Didham, R.K.","57214284141;15726487500;54909218400;7006010054;6602239899;","Can leaf area index and biomass be estimated from Braun-Blanquet cover scores in tropical forests?",2015,"Journal of Vegetation Science","26","6",,"1043","1053",,7,"10.1111/jvs.12310","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944165722&doi=10.1111%2fjvs.12310&partnerID=40&md5=a0387fdcedd09e0d6cbf6f500263c148",Article,"Final","",Scopus,2-s2.0-84944165722
"Modi, A.J., Gosai, D.C.","55677958400;54792055000;","Experimental study on thermal barrier coated diesel engine performance with blends of diesel and palm biodiesel",2010,"SAE Technical Papers",,,,"246","259",,1,"10.4271/2010-01-1519","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072356478&doi=10.4271%2f2010-01-1519&partnerID=40&md5=bc7fd10894ec9ab2c6ffa9333728caa9",Conference Paper,"Final","",Scopus,2-s2.0-85072356478
[No author name available],[No author id available],"Erratum: Bismuth-nanoparticles decorated multi-wall-carbon-nanotubes cast-coated on carbon paste electrode; an electrochemical sensor for sensitive determination of Gallic Acid at neutral pH (Materials Science for Energy Technologies (2020) 3 (174–182), (S2589299119300941), (10.1016/j.mset.2019.10.001))",2020,"Materials Science for Energy Technologies","3",,,"931","932",,,"10.1016/j.mset.2020.10.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108179396&doi=10.1016%2fj.mset.2020.10.003&partnerID=40&md5=6d285c2eca0d0634c835df30b5f9b1db",Erratum,"Final","All Open Access, Gold",Scopus,2-s2.0-85108179396
"Modi, A.J., Gosai, D.C.","55677958400;54792055000;","Experimental study on thermal barrier coated diesel engine performance with blends of diesel and palm biodiesel",2010,"SAE International Journal of Fuels and Lubricants","3","2",,"246","259",,23,"10.4271/2010-01-1519","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955495567&doi=10.4271%2f2010-01-1519&partnerID=40&md5=5b817853c455c5c60c97712f939c6d79",Article,"Final","",Scopus,2-s2.0-79955495567
